Symbol,Fincode,ISIN,Latest_Date,Latest_Close,Latest_Volume,Turnover,1_Week,1_Month,3_Months,6_Months,9_Months,1_Year,3_Years,5_Years,Raw_Score,Normalized_Score
LT,100510,INE018A01030,2025-09-08,3529.6,1039999,3756944387.5500007,-1.9119608714984488,-2.162102228628451,-4.08174357302028,10.5193117592723,-8.557216508199698,-1.2630253863906593,81.02833696627772,288.0813633864761,-184.9889411132161,31.420927196600335
LTF,220350,INE498L01015,2025-09-08,233.57,6334110,1357083067.5,4.932836156161548,19.320561941251594,19.920932381783633,66.53832442067736,58.24525745257453,41.36052774919809,,,5125.2966537359525,66.52621147481518
LTFOODS,132783,INE818H01020,2025-09-08,444.95,470865,209491369.98749998,2.9976851851851825,-2.208791208791211,-5.087457337883964,30.197512801755664,2.2520969780535474,10.877149264889105,400.2248454187746,797.9818365287589,957.4661631046287,38.97347978389751
LTGILTBEES,286951,INF204KB1882,2025-09-08,28.86,1803587,51731384.12749999,1.0858143607705735,-0.06925207756232539,0.13879250520471598,4.26300578034682,6.18101545253863,8.537044001504324,,,528.7189760460434,36.13911398259749
LTGILTCASE,313427,INF0R8F01133,2025-09-08,29.39,4925,,0.7887517146776422,,,,,,,,,
LTIM,216156,INE214T01019,2025-09-08,5089.0,153438,790497232.1999999,-2.078121993457764,1.536312849162011,-5.496750232126277,13.444347845471375,-23.676257751981577,-17.45872125085152,8.888223211229022,107.24903278354714,-1112.8979232542865,25.28669806324305
LTTS,268618,INE010V01017,2025-09-08,4100.4,70785,298135094.40000004,-3.3836003770028364,-1.9183849208247794,-8.622111291868173,-6.610638515937277,-24.385926089842894,-27.06575003779761,9.255139153488482,174.99161692710078,-1878.3869403365563,20.226196311211083
LUMAXIND,117206,INE162B01018,2025-09-08,4174.2,12884,49047648.660000004,-3.829140171412769,23.096431731052782,29.77459972019275,81.58564437194127,71.50252680882532,43.22673620642327,154.89741084513923,201.06022358456545,6277.677581474301,74.14438178646239
LUMAXTECH,132796,INE872H01027,2025-09-08,1147.6,247899,271564678.03499997,-7.5187364009992885,15.685483870967735,10.500216648211445,117.47204851241233,96.91146190803019,122.10179988387841,305.36912751677846,1112.4669836238772,9360.946264304694,94.52728242025634
LUPIN,100257,INE326A01037,2025-09-08,1947.2,329889,640425061.8149999,2.592202318229718,1.5224191866527657,-2.8731045490821985,-0.9915086184979915,-8.144444182371387,-13.707068468867714,191.25719841447912,106.90681117840826,-711.7586577282422,27.938553165933833
LUXIND,213488,INE150G01020,2025-09-08,1287.6,24721,32256084.404999997,0.2881844380403316,-2.4323709934076025,-14.626707333244937,3.775941970582302,-36.74436884380143,-44.081818774021244,-31.094640515880457,-6.471998256700815,-2598.3565533649726,15.46661464924648
LXCHEM,208615,INE576O01020,2025-09-08,213.06,365352,74696764.428,2.3146369573568926,15.16756756756757,3.20174376362316,20.5499603937988,-18.72592027465191,-30.689655172413786,-37.58312582393438,,-920.7129861744789,26.557195992153243
LYKALABS,100259,INE933A01014,2025-09-08,98.9,19569,1975412.274,-0.7526342197691921,-5.422205221382794,-15.28182285420592,-1.4449427005480706,-40.47905633124699,-39.91859546807606,-32.32979815258296,426.063829787234,-2781.4812492664228,14.256012245071142
LYPSAGEMS,236500,INE142K01011,2025-09-08,6.63,13619,93045.00800000002,0.9132420091324142,-5.555555555555551,-19.92753623188405,-7.660167130919218,-15.862944162436548,-32.06967213114754,11.428571428571423,117.37704918032787,-1910.0482376349391,20.016889519245897
M&M,100520,INE101A01026,2025-09-08,3701.4,4623789,15337015637.220003,11.642637389153647,17.72151898734178,20.665036674816626,39.50175253457957,20.66700353713998,37.185426781809426,184.44956772334297,502.93207362762666,2897.343217483275,51.79763664747629
M&MFIN,132720,INE774D01024,2025-09-08,270.85,1802919,468943739.19750005,5.184466019417484,7.2673267326732764,-1.2703006974405504,5.562837425244346,1.9233898326984011,-12.810645433458795,26.99023732104287,119.28022147711208,-144.63716449287776,31.687685088259123
MAANALU,132906,INE215I01027,2025-09-08,110.94,9191,1010702.1015000002,-1.0171306209850113,-6.05470403929207,-9.4589080225251,24.330382158466875,-20.621064682312532,-14.68122740905945,147.7721943048576,1230.614692653673,-686.1332416822253,28.107957899252796
MACPOWER,216198,INE155Z01011,2025-09-08,864.3,20674,17246871.02,0.4240980654156716,5.556912554958476,-7.144391920928234,26.46133586948568,-41.94068451281363,-38.01412844694661,206.38071605813536,1018.1112548512291,-2010.5554762871257,19.35245535240452
MADHAV,115093,INE925C01016,2025-09-08,45.58,4753,213804.199,0.35226772346982954,7.171408417587578,-6.348880213684001,7.805108798486275,-26.884825152390125,-19.341709431958947,-13.180952380952386,94.37100213219615,-1497.535564290603,22.743932049720314
MADHUCON,131497,INE378D01032,2025-09-08,6.15,11227,71897.70800000001,3.1879194630872547,-10.740203193033372,-30.82114735658043,-2.8436018957345923,-44.04003639672429,-56.84210526315789,-5.38461538461538,123.63636363636365,-3632.660260509671,8.629030300761462
